,regular_exercise,acute_4_before,acute_8_before,acute_4_to_8,previous_sleep,target
0,6,2,3,0,16.10683459657655,8.46999334222769
0,13,0,16,4,8.46999334222769,6.5910713029382855
0,16,4,7,1,6.5910713029382855,13.78975925806812
0,15,1,11,2,13.78975925806812,6.861258615247349
0,17,3,0,1,6.861258615247349,16.734278191027048
0,17,0,3,0,16.734278191027048,7.105763174731482
0,13,2,15,3,7.105763174731482,6.684154637436278
0,18,1,11,0,6.684154637436278,7.31805192973769
0,13,1,3,4,7.31805192973769,6.596063379612296
0,1,1,6,3,6.596063379612296,5.901740726649691
0,19,4,7,2,5.901740726649691,9.8539377001517
0,4,2,10,2,9.8539377001517,6.475809583748265
0,11,4,11,4,6.475809583748265,6.843170849981008
0,7,3,1,0,6.843170849981008,13.691918619218725
0,3,3,4,2,13.691918619218725,7.521813036644498
0,22,4,4,3,7.521813036644498,8.378182176600296
0,18,4,9,1,8.378182176600296,13.360234597456907
0,8,2,14,2,13.360234597456907,6.725092188258143
0,11,2,15,0,6.725092188258143,8.001557331281367
0,12,0,0,1,8.001557331281367,7.030867106053945
0,9,3,16,1,7.030867106053945,8.425577298301988
0,12,4,4,3,8.425577298301988,8.129557503847744
0,21,3,3,2,8.129557503847744,8.433762582460975
0,19,1,3,1,8.433762582460975,7.242473593346559
0,18,4,3,3,7.242473593346559,8.5552915161645
0,12,3,11,1,8.5552915161645,8.835621264848042
0,20,3,2,1,8.835621264848042,10.822621631985175
0,5,4,6,4,10.822621631985175,6.683308346999441
0,15,1,9,2,6.683308346999441,6.767055093460827
0,10,1,14,3,6.767055093460827,6.451163944506415
0,3,0,10,1,6.451163944506415,6.084198532463497
0,3,0,2,3,6.084198532463497,5.997611834394422
0,10,0,7,0,5.997611834394422,6.626144883967815
0,7,2,12,4,6.626144883967815,6.280232162907409
0,2,1,6,1,6.280232162907409,6.267529622926913
0,11,2,4,0,6.267529622926913,8.48779160367033
0,13,3,16,0,8.48779160367033,10.740744871417878
0,22,2,2,0,10.740744871417878,9.22532603799543
0,16,4,5,3,9.22532603799543,8.146946901387784
0,10,4,13,1,8.146946901387784,12.385578618788587
0,5,3,9,4,12.385578618788587,6.353117591073211
0,23,4,6,3,6.353117591073211,8.089486897789993
0,12,1,8,0,8.089486897789993,7.180247756435966
0,15,1,4,2,7.180247756435966,6.832229623931132
0,1,0,1,2,6.832229623931132,5.982214870179297
0,7,3,13,1,5.982214870179297,8.398977198433052
0,0,2,16,2,8.398977198433052,6.129850390941151
0,10,2,10,0,6.129850390941151,8.065215576339849
0,3,0,4,2,8.065215576339849,6.0767345728228745
0,19,3,14,1,6.0767345728228745,8.860898073334262
0,4,4,14,1,8.860898073334262,11.918010685036451
0,18,2,11,2,11.918010685036451,7.1614625982793365
0,22,1,3,2,7.1614625982793365,7.001383068296234
0,6,2,1,3,7.001383068296234,6.640284600984115
0,6,0,2,1,6.640284600984115,6.367475217597255
0,14,4,14,4,6.367475217597255,6.942290169097742
0,0,0,0,1,6.942290169097742,6.276343647747924
0,16,2,2,0,6.276343647747924,9.030866575784243
0,20,2,7,4,9.030866575784243,6.86173054198477
0,15,1,1,4,6.86173054198477,6.69695201979026
0,3,0,7,4,6.69695201979026,5.982145874943816
0,21,2,8,4,5.982145874943816,6.800710470197958
0,16,4,3,3,6.800710470197958,8.49005371978741
0,14,2,15,2,8.49005371978741,6.954908170396495
0,7,4,10,2,6.954908170396495,9.00564786850344
0,23,4,6,0,9.00564786850344,20.65491812108833
0,21,2,0,1,20.65491812108833,10.596932943709271
0,7,0,0,4,10.596932943709271,6.8012962319482515
0,14,2,12,1,6.8012962319482515,7.413275656386079
0,11,2,16,4,7.413275656386079,6.5172449561841095
0,7,3,9,4,6.5172449561841095,6.382513424923672
0,14,0,8,2,6.382513424923672,6.6332163138830005
0,21,2,8,0,6.6332163138830005,8.519484985324702
0,3,1,9,0,8.519484985324702,6.645111386194508
0,20,1,10,2,6.645111386194508,6.885596079042775
0,18,3,12,2,6.885596079042775,7.675797491544055
0,14,2,10,1,7.675797491544055,7.477716520568961
0,11,3,3,3,7.477716520568961,7.144538916885075
0,7,4,1,2,7.144538916885075,13.907800632552586
0,17,3,15,4,13.907800632552586,6.922441120044497
0,3,0,14,0,6.922441120044497,6.1917042633848025
0,16,4,9,4,6.1917042633848025,7.071229367681593
0,22,2,5,0,7.071229367681593,8.725905839186579
0,3,1,15,3,8.725905839186579,6.064111216606784
0,2,0,3,1,6.064111216606784,6.06151433368113
0,8,1,15,0,6.06151433368113,6.841052902661208
0,14,3,1,0,6.841052902661208,14.048769295228617
0,14,4,5,3,14.048769295228617,8.129579972640366
0,12,0,4,2,8.129579972640366,6.605377110652746
0,9,3,6,0,6.605377110652746,11.434483991286504
0,15,0,6,3,11.434483991286504,6.7298887722943865
0,3,3,13,1,6.7298887722943865,8.163827204042368
0,19,0,14,0,8.163827204042368,6.978543171132857
0,6,1,7,0,6.978543171132857,6.841984555666824
0,6,0,5,4,6.841984555666824,6.18222488062177
0,22,3,6,4,6.18222488062177,6.938795997735418
0,12,0,3,1,6.938795997735418,6.680452321934887
0,1,2,12,4,6.680452321934887,5.889860080200265
0,23,3,16,4,5.889860080200265,6.874698009956021
0,20,4,11,0,6.874698009956021,18.92747825442777
0,4,3,8,3,18.92747825442777,6.609617249547332
0,15,0,4,1,6.609617249547332,6.778986102985441
0,2,2,14,4,6.778986102985441,5.957658101159537
0,6,1,13,2,5.957658101159537,6.273501739033941
0,9,3,1,1,6.273501739033941,11.50607267425994
0,18,0,10,2,11.50607267425994,6.84489399793876
0,8,4,0,2,6.84489399793876,33.59253980673225
0,23,4,13,1,33.59253980673225,12.895402747235527
0,13,2,6,1,12.895402747235527,7.655094663905922
0,16,4,4,3,7.655094663905922,8.271298132375836
0,8,3,7,0,8.271298132375836,11.248466239707492
0,17,0,16,0,11.248466239707492,6.973152118863521
0,18,2,4,4,6.973152118863521,6.801591056480019
0,19,4,7,4,6.801591056480019,7.208259173023361
0,19,4,2,0,7.208259173023361,24.36591508935169
0,13,0,13,1,24.36591508935169,6.80886303023702
0,10,4,12,0,6.80886303023702,18.364340871535124
0,16,4,1,0,18.364340871535124,27.062665879962733
0,7,1,15,0,27.062665879962733,6.960809524425158
0,23,3,1,0,6.960809524425158,14.234822681702262
0,23,1,11,3,14.234822681702262,6.929172609498582
0,4,4,2,2,6.929172609498582,11.442108221274717
0,0,1,2,0,11.442108221274717,6.728471624419552
0,5,0,11,1,6.728471624419552,6.219969087540124
0,2,1,14,2,6.219969087540124,6.016359224804855
0,0,3,9,2,6.016359224804855,6.806869203206605
0,2,2,3,3,6.806869203206605,6.156656654345967
0,22,1,3,3,6.156656654345967,6.8435518683901195
0,0,4,2,0,6.8435518683901195,23.394040644813526
0,21,0,7,2,23.394040644813526,6.969514045201358
0,12,2,8,4,6.969514045201358,6.568442157538008
0,5,0,4,1,6.568442157538008,6.2583300159174895
0,15,0,6,2,6.2583300159174895,6.673295569385862
0,13,4,4,1,6.673295569385862,15.10966063726656
0,8,1,6,4,15.10966063726656,6.427803674950586
0,5,4,4,3,6.427803674950586,7.688127299354018
0,2,3,9,1,7.688127299354018,8.36166374715601
0,11,1,2,2,8.36166374715601,6.7581997240106295
0,13,0,13,4,6.7581997240106295,6.554199064159987
0,3,2,12,0,6.554199064159987,7.588302889505133
0,8,1,10,4,7.588302889505133,6.331446874410954
0,17,2,16,4,6.331446874410954,6.724314663198656
0,4,0,1,1,6.724314663198656,6.298007704746496
0,11,4,6,2,6.298007704746496,9.775069458216493
0,6,4,6,3,9.775069458216493,7.557469172414768
0,8,3,8,0,7.557469172414768,11.095756512921662
0,10,4,7,2,11.095756512921662,9.622495916040045
0,17,0,7,4,9.622495916040045,6.753786709937575
0,14,1,4,0,6.753786709937575,7.341601256353049
0,5,0,13,2,7.341601256353049,6.167294873936276
0,4,1,11,2,6.167294873936276,6.158421235365134
0,5,0,7,0,6.158421235365134,6.334865735278516
0,13,4,11,1,6.334865735278516,12.772210807611568
0,17,3,4,3,12.772210807611568,7.366955334689752
0,8,3,3,0,7.366955334689752,12.237488232532012
0,18,3,15,3,12.237488232532012,7.149956377739324
0,14,4,11,0,7.149956377739324,18.772143563714405
0,10,4,3,3,18.772143563714405,8.36422803249229
0,15,0,13,0,8.36422803249229,6.877009000440657
0,2,3,0,1,6.877009000440657,15.95363399858118
0,15,0,4,0,15.95363399858118,7.020072792371867
0,21,0,6,4,7.020072792371867,6.778196710030481
0,2,2,14,4,6.778196710030481,5.957637614385771
0,3,2,6,1,5.957637614385771,6.9657781298676325
0,23,0,13,4,6.9657781298676325,6.783774773765288
0,18,3,0,2,6.783774773765288,16.757336842463367
0,13,1,12,3,16.757336842463367,6.719877898053104
0,4,3,4,0,6.719877898053104,11.605162849197427
0,23,2,12,0,11.605162849197427,8.471647161895017
0,23,1,8,0,8.471647161895017,7.456646007677179
0,23,0,14,3,7.456646007677179,6.806241336142983
0,8,3,6,1,6.806241336142983,9.04786679967793
0,14,2,0,3,9.04786679967793,10.330467519475166
0,22,4,7,4,10.330467519475166,7.308042446779563
0,14,1,0,0,7.308042446779563,7.9612428571381715
0,9,4,7,4,7.9612428571381715,6.848475692378162
0,15,1,2,1,6.848475692378162,7.173537715401479
0,2,4,7,0,7.173537715401479,19.301879694198682
0,13,3,9,1,19.301879694198682,9.113758205975255
0,3,1,6,1,9.113758205975255,6.39640098081092
0,11,1,1,1,6.39640098081092,7.14419191595897
0,17,0,12,0,7.14419191595897,6.917553712898008
0,1,4,11,1,6.917553712898008,12.08042105124906
0,14,4,10,1,12.08042105124906,13.08455014678922
0,4,1,16,0,13.08455014678922,6.699627881279732
0,5,1,13,2,6.699627881279732,6.231415595631471
0,9,3,1,1,6.231415595631471,11.504836711929762
0,15,4,1,3,11.504836711929762,10.13537531852207
0,3,4,14,0,10.13537531852207,17.635413211321442
0,3,4,3,0,17.635413211321442,22.22487270087464
0,3,3,0,2,22.22487270087464,16.16366470128065
0,23,3,5,4,16.16366470128065,7.091094012075292
0,23,0,2,4,7.091094012075292,6.796138139555736
0,3,1,9,0,6.796138139555736,6.60786225307828
0,9,4,7,2,6.60786225307828,9.488463795111295
0,8,3,9,0,9.488463795111295,11.01374489089583
0,18,3,6,3,11.01374489089583,7.2774590385878675
0,14,1,1,4,7.2774590385878675,6.669615792285004
0,16,0,4,4,6.669615792285004,6.668321382841032
0,15,2,1,0,6.668321382841032,9.367345279265995
0,12,4,1,0,9.367345279265995,26.827884938755204
0,4,0,10,3,26.827884938755204,6.220354505944688
0,1,3,14,0,6.220354505944688,10.09115519401432
0,7,1,1,2,10.09115519401432,6.676344710219038
0,4,1,8,3,6.676344710219038,6.098208393198812
0,8,3,12,0,6.098208393198812,10.672563114670465
0,3,2,9,0,10.672563114670465,7.762987437048208
0,18,1,3,2,7.762987437048208,6.959425646548405
0,10,1,0,4,6.959425646548405,7.767000263453556
0,9,0,15,3,7.767000263453556,6.389243506672937
0,2,1,16,3,6.389243506672937,5.94391174624586
0,9,0,7,0,5.94391174624586,6.570046780881487
0,8,0,14,2,6.570046780881487,6.331647023388456
0,23,1,1,4,6.331647023388456,6.828173592143044
0,9,1,3,4,6.828173592143044,6.3851221236500875
0,16,2,7,3,6.3851221236500875,6.8181957907408055
0,9,2,10,4,6.8181957907408055,6.4054665381807485
0,15,2,2,3,6.4054665381807485,6.92350923238933
0,14,2,1,4,6.92350923238933,6.7782898993413525
0,6,1,4,0,6.7782898993413525,6.923670197705083
0,20,2,14,2,6.923670197705083,7.090675640945868
0,15,1,9,0,7.090675640945868,7.266192504131055
0,6,1,12,4,7.266192504131055,6.201699945785866
0,20,4,8,3,6.201699945785866,7.918741149095456
0,12,2,6,1,7.918741149095456,7.5428504617978405
0,14,3,12,0,7.5428504617978405,11.007336278754863
0,4,3,2,2,11.007336278754863,8.101223880725513
0,22,0,6,3,8.101223880725513,6.824012950250584
0,17,3,10,3,6.824012950250584,7.090962360463214
0,1,3,9,3,7.090962360463214,6.2645358398306445
0,22,2,5,1,6.2645358398306445,7.831145523582262
