,physical,mental,extra,previous,target
0,0,1,0.30440095054830985,8.332566186415313,7.726711927627639
0,5,3,0.9463625386856989,7.726711927627639,8.40523858785415
0,4,3,0.0940777600773286,8.40523858785415,8.5052054237495
0,8,3,0.19838698417699285,8.5052054237495,8.819728533067885
0,10,3,0.16147249212849235,8.819728533067885,8.933344742652672
0,7,4,0.7465993019306483,8.933344742652672,8.436704020442924
0,9,2,0.019207462477164428,8.436704020442924,8.88717858965539
0,0,8,0.3433649071612067,8.88717858965539,8.316981199496087
0,1,2,0.4567473691006292,8.316981199496087,7.908316243325936
0,2,1,0.9395991537691719,7.908316243325936,7.750529473713667
0,1,3,0.6243191340362376,7.750529473713667,8.158321108150204
0,10,3,0.8215215636147888,8.158321108150204,8.823789348548752
0,1,3,0.22078228207039852,8.823789348548752,8.00233624252143
0,0,0,0.5379507760770693,8.00233624252143,7.563579197787655
0,10,3,0.41629296029066487,7.563579197787655,9.224650953664996
0,3,0,0.0449249404673806,9.224650953664996,7.702653878544644
0,6,7,0.24140889189772052,7.702653878544644,9.302750785391293
0,3,4,0.606432779317427,9.302750785391293,7.983651934169995
0,6,9,0.5252214889830348,7.983651934169995,9.163860284713621
0,8,7,0.6623364401472904,9.163860284713621,8.805218209210183
0,1,2,0.8498241991157257,8.805218209210183,7.54903215841369
0,1,3,0.8947108775729319,7.54903215841369,8.090291008148517
0,5,6,0.6630249253828454,8.090291008148517,8.780740862300684
0,3,4,0.29992434151771175,8.780740862300684,8.310909460766721
0,10,5,0.22042703139327735,8.310909460766721,9.326590111901002
0,5,10,0.5670407349748966,9.326590111901002,8.607616261878885
0,1,8,0.42156098269748576,8.607616261878885,8.471070604320115
0,5,6,0.4085572207751573,8.471070604320115,8.781048182547329
0,1,6,0.3481811764157309,8.781048182547329,8.307910345317973
0,8,5,0.6775458566361172,8.307910345317973,8.899030404429165
0,8,0,0.5962095952356096,8.899030404429165,8.03555173423914
0,6,2,0.5463477548539197,8.03555173423914,8.457325872201606
0,9,9,0.7425781948104917,8.457325872201606,9.197290619122692
0,4,9,0.7168508819609789,9.197290619122692,8.463499359907084
0,7,6,0.24288836575906692,8.463499359907084,9.066406358193051
0,7,2,0.8605979758028613,9.066406358193051,8.056582553742498
0,4,8,0.3065104719876025,8.056582553742498,9.012273762387187
0,0,0,0.17105608452489518,9.012273762387187,7.41038070360849
0,8,7,0.18215576297296132,7.41038070360849,9.629801741499058
0,2,5,0.19922763417971578,9.629801741499058,8.09755905026367
0,0,3,0.47802538157347185,8.09755905026367,8.015791458864921
0,2,7,0.642672947925716,8.015791458864921,8.597739563937202
0,6,2,0.006278703362590177,8.597739563937202,8.539964454714584
0,6,10,0.9080263942948592,8.539964454714584,8.799331984614376
0,1,0,0.2307725116883408,8.799331984614376,7.551503082617703
0,4,4,0.6468527927609679,7.551503082617703,8.64719116170609
0,10,6,0.49648121835197734,8.64719116170609,9.178379331296927
0,9,0,0.7843762191695133,9.178379331296927,7.948352113316268
0,9,10,0.13373446901352026,7.948352113316268,9.683682061054483
0,5,3,0.5838352640467555,9.683682061054483,7.934178847364675
0,6,10,0.4382946866774292,7.934178847364675,9.236126374206393
0,1,8,0.5078995862846925,9.236126374206393,8.218397931750676
0,8,4,0.29080969109562727,8.218397931750676,9.002914429494435
0,10,7,0.3947679426083165,9.002914429494435,9.192651076386065
0,5,7,0.8967380233889729,9.192651076386065,8.37842048703186
0,8,10,0.5209834004161645,8.37842048703186,9.246701470781298
0,9,0,0.5927651864490918,9.246701470781298,8.021383583181688
0,0,3,0.8256856853044787,8.021383583181688,7.867353129360079
0,5,2,0.4622429276876415,7.867353129360079,8.4554444874111
0,3,1,0.687924384905216,8.4554444874111,7.793990776783923
0,1,5,0.930370368414873,7.793990776783923,8.24392467138447
0,0,4,0.6144292262524259,8.24392467138447,8.03259574870477
0,8,1,0.5724134459111623,8.03259574870477,8.492695825849728
0,0,5,0.6234126210908987,8.492695825849728,8.064501862024523
0,0,4,0.8604842248744762,8.064501862024523,7.9693758525137275
0,0,7,0.6528462164270357,7.9693758525137275,8.408124798470274
0,0,4,0.5698849255648291,8.408124798470274,8.000134523353301
0,6,2,0.1343759061992822,8.000134523353301,8.675117533490871
0,9,10,0.939026752631236,8.675117533490871,9.038780779187425
0,1,4,0.7245173163194712,9.038780779187425,7.812599667736929
0,4,5,0.4953077374435555,7.812599667736929,8.755253023219128
0,3,9,0.014908092621500058,8.755253023219128,8.861816619878011
0,1,10,0.8533755412627997,8.861816619878011,8.219373356075929
0,9,0,0.6773125241747318,8.219373356075929,8.32155261922066
0,5,4,0.49868227574017454,8.32155261922066,8.564593241348833
0,9,1,0.6976331308488973,8.564593241348833,8.352753485832839
0,5,0,0.46937019810656044,8.352753485832839,7.98106373900244
0,2,9,0.456355603590885,7.98106373900244,8.799155959132214
0,3,10,0.9752380380213233,8.799155959132214,8.379328994611933
0,8,2,0.0533469776474047,8.379328994611933,8.7892338406806
0,4,5,0.7689659876760898,8.7892338406806,8.292879173788304
0,4,10,0.11479443624580843,8.292879173788304,9.078309723947662
0,1,2,0.5336094913203525,9.078309723947662,7.616109007398884
0,10,8,0.07039742049332298,7.616109007398884,9.877154803582197
0,6,4,0.745530325483179,9.877154803582197,8.022635155023483
0,4,5,0.047917501367318205,8.022635155023483,8.908936312161728
0,10,4,0.3294893066764585,8.908936312161728,8.953395161567002
0,6,1,0.9203539640196909,8.953395161567002,7.811792429174718
0,10,1,0.06999834783284631,7.811792429174718,9.017504481398902
0,9,10,0.4631381759678206,9.017504481398902,9.162596084883123
0,6,10,0.7701073894622923,9.162596084883123,8.660747610307812
0,10,2,0.5762455035715492,8.660747610307812,8.633978372486569
0,7,9,0.9574395702442923,8.633978372486569,8.830975764644135
0,1,6,0.7844977841664043,8.830975764644135,8.073109514077034
0,7,0,0.714212055103642,8.073109514077034,8.151857467755834
0,1,2,0.14205481629752648,8.151857467755834,8.120703763640906
0,6,8,0.632026332700305,8.120703763640906,9.028142095398032
0,8,8,0.5108293843657664,9.028142095398032,8.98626112564626
0,3,1,0.556296422306515,8.98626112564626,7.682865878671554
0,9,10,0.27550901719108256,7.682865878671554,9.701290198513941
0,3,0,0.5885794738872538,9.701290198513941,7.271946863551726
0,4,1,0.21131412910195235,7.271946863551726,8.52679511263868
0,0,1,0.22008991658103239,8.52679511263868,7.704124469203488
0,7,8,0.8730531749745761,7.704124469203488,9.14648843907337
0,4,2,0.9247134249412771,9.14648843907337,7.697830802213185
0,9,9,0.3320490951335493,7.697830802213185,9.655720192290635
0,2,5,0.18224322678870641,9.655720192290635,8.097411770361981
0,10,10,0.2872843706280497,8.097411770361981,9.657220557898647
0,1,2,0.7937463634810096,9.657220557898647,7.293070293334893
0,0,8,0.9915594106623551,7.293070293334893,8.524253379852345
0,8,8,0.055729194328661524,8.524253379852345,9.381774125846707
0,0,5,0.12383649414381082,9.381774125846707,8.01793049216574
0,5,8,0.02046033830265792,8.01793049216574,9.268182849755243
0,7,8,0.7760171387470051,9.268182849755243,8.673653663669903
0,8,9,0.6027141563648912,8.673653663669903,9.095113374522727
0,0,9,0.7914530186993157,9.095113374522727,8.060257373071238
0,7,9,0.42050686327153874,8.060257373071238,9.290682451268957
0,9,0,0.9100226974030025,9.290682451268957,7.848094500875513
0,1,2,0.634621613595196,7.848094500875513,7.975674687285512
0,3,0,0.7733668213536087,7.975674687285512,7.754758360228025
0,1,4,0.025715711457324986,7.754758360228025,8.590007943154468
0,4,8,0.5022999051025222,8.590007943154468,8.736570582692403
0,4,10,0.1268970384278617,8.736570582692403,8.924361286555268
0,0,3,0.6701527248638842,8.924361286555268,7.644127041789182
0,4,10,0.5923521182434979,7.644127041789182,9.05578159361519
0,9,3,0.8206958777869108,9.05578159361519,8.425048696307694
0,8,8,0.27031728542917965,8.425048696307694,9.307548308144666
0,7,9,0.1431890378855294,9.307548308144666,9.013577718937483
0,10,8,0.9094677757295512,9.013577718937483,8.991796722117883
0,5,3,0.8031056417975796,8.991796722117883,8.055172104801462
0,3,5,0.3156830271758123,8.055172104801462,8.664207899331487
0,5,3,0.8952237901328686,8.664207899331487,8.11830930489595
0,1,4,0.38472748107288324,8.11830930489595,8.289318410124048
0,2,8,0.6475506432620936,8.289318410124048,8.56417505795609
0,1,2,0.9205448883176509,8.56417505795609,7.594019530897425
0,7,8,0.5023637684060401,7.594019530897425,9.368534788459657
0,8,0,0.927503355045876,9.368534788459657,7.713403392990511
0,3,8,0.2130407744851639,7.713403392990511,9.0734016647224
0,3,7,0.07663019508370528,9.0734016647224,8.628224205072382
0,1,7,0.0031769671328827354,8.628224205072382,8.613343305597798
0,7,4,0.5596159357914008,8.613343305597798,8.636862849197508
0,1,7,0.9066680667291273,8.636862849197508,8.158718207757968
0,8,5,0.4074626357352059,8.158718207757968,9.083802727399622
0,2,9,0.12020297612363673,9.083802727399622,8.599652610066778
0,9,4,0.5599650240198152,8.599652610066778,8.841251870260308
0,4,5,0.2637678066495921,8.841251870260308,8.528138921108315
0,6,1,0.7644302994691327,8.528138921108315,8.031506341602892
0,7,3,0.8376334358827621,8.031506341602892,8.558005001263869
0,3,1,0.47971400160091215,8.558005001263869,7.863909130485152
0,8,10,0.6548437530562228,7.863909130485152,9.351275079976839
0,8,3,0.2612538488726951,9.351275079976839,8.506271881977588
0,1,6,0.06685633304306726,8.506271881977588,8.54016486719422
0,7,1,0.530900432678207,8.54016486719422,8.244262626303053
0,10,2,0.7878459174428464,8.244262626303053,8.667006493552504
0,2,9,0.1735807869676027,8.667006493552504,8.711895782593835
0,10,10,0.037186338470278746,8.711895782593835,9.57744156990025
0,4,3,0.7723758193908616,9.57744156990025,7.7753220667440335
0,1,8,0.41805292446638487,7.7753220667440335,8.75025603181395
0,5,3,0.9746366722128494,8.75025603181395,8.049920153028472
0,5,0,0.5347873355068176,8.049920153028472,8.049299614570435
0,3,3,0.7122798603450463,8.049299614570435,8.214750698043547
0,5,8,0.9379292064445435,8.214750698043547,8.7438416803917
0,6,2,0.6104152059087659,8.7438416803917,8.189195497956664
0,8,10,0.2869205694961683,8.189195497956664,9.426807882599695
0,2,7,0.07942916729481786,9.426807882599695,8.40902264634106
0,3,4,0.47788746346150934,8.40902264634106,8.345833971781364
0,5,9,0.8016371018600961,8.345833971781364,8.804925132404636
0,3,10,0.508092463148607,8.804925132404636,8.610978724290819
0,4,0,0.43583086502511537,8.610978724290819,7.81175832605717
0,5,9,0.26104424571602314,7.81175832605717,9.25324677571807
0,6,0,0.4554970413000853,9.25324677571807,7.787835887443934
0,0,5,0.24944421617936208,7.787835887443934,8.486439377282222
0,0,7,0.5253523585909555,8.486439377282222,8.29951721913215
0,8,4,0.24712939138609524,8.29951721913215,8.99771481688871
0,9,2,0.2956572635333532,8.99771481688871,8.561950090312033
0,8,9,0.25685110524674215,8.561950090312033,9.305279424534424
0,5,6,0.3818952259638796,9.305279424534424,8.516309573214865
0,2,9,0.7537665314367563,8.516309573214865,8.47203521713847
0,5,0,0.7086676022520717,8.47203521713847,7.821654459827807
0,5,1,0.8950979613914781,7.821654459827807,8.101667331068557
0,7,10,0.8101426796634217,8.101667331068557,9.094372883145436
0,1,10,0.40510397108807317,9.094372883145436,8.365990386740817
0,2,1,0.955673609699327,8.365990386740817,7.589934197943629
0,10,2,0.17398154035620483,7.589934197943629,9.192048158215634
0,5,4,0.11546937905650034,9.192048158215634,8.466034510025679
0,1,0,0.20243625348744643,8.466034510025679,7.676770369914383
0,3,10,0.35309660162898404,7.676770369914383,9.06452824254738
0,5,0,0.3021658297347204,9.06452824254738,7.82740767095018
0,3,1,0.15247952561734324,7.82740767095018,8.271058811914832
0,4,3,0.2860186843834761,8.271058811914832,8.4539615535762
0,0,1,0.6151373111573553,8.4539615535762,7.530878624936154
0,9,2,0.8411663672792048,7.530878624936154,8.778140935756626
0,1,8,0.019747166972712726,8.778140935756626,8.615135954223254
0,10,2,0.8094514419847354,8.615135954223254,8.532579288641495
0,10,0,0.08627833525441397,8.532579288641495,8.612667736158961
0,4,6,0.9890375590952574,8.612667736158961,8.343608969440998
0,2,8,0.4299510339503261,8.343608969440998,8.654878009506325
0,8,5,0.21662211779832463,8.654878009506325,9.013836385785279
0,9,1,0.6961462547614281,9.013836385785279,8.203749209064425
0,2,9,0.7176324698519414,8.203749209064425,8.594289035981024
0,10,10,0.900915028966375,8.594289035981024,9.184779473523138
0,8,9,0.14586152481697712,9.184779473523138,9.153164420345606
0,7,7,0.928018733891046,9.153164420345606,8.575942350460975
0,4,9,0.49505252494140883,8.575942350460975,8.781514627970775
0,5,3,0.5979215699183048,8.781514627970775,8.227858172123469
0,3,10,0.9737153504981024,8.227858172123469,8.570522934043126
0,10,4,0.9525423326325213,8.570522934043126,8.754673107961837
0,9,4,0.21647836875817195,8.754673107961837,8.961321698592776
0,2,3,0.8967394518160576,8.961321698592776,7.718513540967259
0,10,7,0.7760713772639448,7.718513540967259,9.430132988567308
0,3,2,0.20723817162905667,9.430132988567308,7.862020245704649
0,8,5,0.3620144853373568,7.862020245704649,9.205426123282987
0,4,0,0.6080541492190066,9.205426123282987,7.527497550962835
0,8,9,0.8649537312342286,7.527497550962835,9.346045624657078
0,1,9,0.9099151067287967,9.346045624657078,8.01738224567838
0,10,7,0.8550817784883789,8.01738224567838,9.291004886384718
0,8,2,0.010794463468535409,9.291004886384718,8.506618133845773
0,0,3,0.8276629573553719,8.506618133845773,7.704619643113269
0,8,8,0.969736903959381,7.704619643113269,9.19798151661104
0,5,4,0.7976465119945292,9.19798151661104,8.122968157424863
0,1,9,0.18298430621380435,8.122968157424863,8.788540135013282
0,4,3,0.08240951853747236,8.788540135013282,8.38327236213305
0,7,10,0.8931705395322717,8.38327236213305,8.958990609522846
0,1,7,0.9775318247864905,8.958990609522846,8.015910408620842
0,10,0,0.3160740361901735,8.015910408620842,8.669992845697966
0,10,8,0.8700319114918278,8.669992845697966,9.126042945316584
0,7,7,0.04871897602115005,9.126042945316584,9.024632721072265
0,8,3,0.9905446498825108,9.024632721072265,8.250507267774204
0,9,6,0.3136292215800296,8.250507267774204,9.302033294326867
0,2,2,0.30349257589316636,9.302033294326867,7.756592941652742
0,6,10,0.5227662142625268,7.756592941652742,9.253085912317822
0,0,0,0.5116864226352767,9.253085912317822,7.159794817909754
0,6,6,0.5782730571733121,7.159794817909754,9.233282193151707
0,3,4,0.385400294846289,9.233282193151707,8.117324373818759
0,7,2,0.9738950248956686,8.117324373818759,8.316294690654193
0,5,8,0.7638965030346908,8.316294690654193,8.797010034559744
0,0,10,0.15671841448763502,8.797010034559744,8.4893041145696
0,3,2,0.8198564154946121,8.4893041145696,7.869320748437774
0,2,7,0.46348848727882297,7.869320748437774,8.73615536440303
0,6,4,0.39962293230231694,8.73615536440303,8.57592199800697
0,8,8,0.8193490094098944,8.57592199800697,8.982741345587884
0,0,1,0.10866139065005964,8.982741345587884,7.60785665451924
0,4,9,0.21288213541908407,7.60785665451924,9.245295054712518
0,6,8,0.5923708182019789,9.245295054712518,8.673106088956658
0,9,9,0.8557897805765938,8.673106088956658,9.068758087321289
0,3,6,0.18436128287559095,9.068758087321289,8.493916990496722
0,8,10,0.627229989310132,8.493916990496722,9.155079341846028
0,5,4,0.8291996875733043,9.155079341846028,8.121492294557145
0,0,4,0.1469480435829853,8.121492294557145,8.307147132315267
0,10,2,0.24318621586894507,8.307147132315267,8.918374842335385
0,10,5,0.5861667465702022,8.918374842335385,8.941231793789651
0,4,0,0.7190540636302203,8.941231793789651,7.5600623702550065
0,3,1,0.3758324210112427,7.5600623702550065,8.248497464449608
0,0,7,0.9908623592240257,8.248497464449608,8.14607618975982
0,9,6,0.2477002157858973,8.14607618975982,9.36980815656206
0,6,5,0.8444060209073297,9.36980815656206,8.261634385212197
0,7,5,0.47789571217652405,8.261634385212197,8.91428079669422
0,7,2,0.4295538923120371,8.91428079669422,8.322813115987522
0,5,3,0.7941562768015954,8.322813115987522,8.282641322676243
0,10,3,0.9877790806960459,8.282641322676243,8.699220518499443
0,2,1,0.24851262045413824,8.699220518499443,7.832437981980015
0,3,9,0.7886902888972634,7.832437981980015,8.7825305354865
0,10,6,0.048132120058447914,8.7825305354865,9.357440755850222
0,6,3,0.21468130877617908,9.357440755850222,8.327502926734716
0,0,5,0.7339153784499078,8.327502926734716,8.064314783050023
0,4,2,0.9149623167832565,8.064314783050023,8.063430908299978
0,6,7,0.4110012649333272,8.063430908299978,9.097695588955046
0,10,4,0.2567928433644877,9.097695588955046,8.926823634291882
0,4,8,0.6934674958760453,8.926823634291882,8.528714890259836
0,5,10,0.7803342765799112,8.528714890259836,8.766927898290099
0,3,9,0.0664608772808033,8.766927898290099,8.832148602524702
0,3,4,0.29611038119471356,8.832148602524702,8.295680527520215
0,10,3,0.7120091630114495,8.295680527520215,8.832759075727084
0,0,1,0.9352241008896447,8.832759075727084,7.244569389353047
0,2,0,0.5297975014193368,7.244569389353047,8.02024478617265
0,2,7,0.7409172819980477,8.02024478617265,8.547132954465127
0,5,2,0.15041185892906994,8.547132954465127,8.38476674675537
0,10,0,0.847173637262788,8.38476674675537,8.281490932450149
0,6,3,0.011546520478571076,8.281490932450149,8.787720262016878
0,0,6,0.32974890626473974,8.787720262016878,8.214902453903617
0,5,8,0.5809274833504744,8.214902453903617,8.922291956652044
0,8,6,0.13344215967467943,8.922291956652044,9.068198595653593
0,0,1,0.11138412189687519,9.068198595653593,7.578009538873929
0,9,6,0.22631776582749963,7.578009538873929,9.569854931836556
0,2,8,0.5458540323028203,9.569854931836556,8.188177856198225
0,9,6,0.26419463507381935,8.188177856198225,9.347527058105296
0,9,5,0.6776262277995807,9.347527058105296,8.652451314584992
0,10,3,0.9307088306898151,8.652451314584992,8.604485646199642
0,9,1,0.7063333546171771,8.604485646199642,8.335105905665097
0,0,9,0.7599185957469674,8.335105905665097,8.329360407499955
0,1,3,0.5529038032840907,8.329360407499955,8.00108512893085
0,0,10,0.9903469197874619,8.00108512893085,8.337798163795986
0,10,3,0.8082991628807924,8.337798163795986,8.770574863700489
0,8,4,0.8920100326049661,8.770574863700489,8.518255281423162
0,4,1,0.3438732613790796,8.518255281423162,8.045079407209638
0,1,10,0.28443285060868995,8.045079407209638,8.776090438959107
0,1,1,0.975462041857891,8.776090438959107,7.3433399644582495
0,2,0,0.524317073240435,7.3433399644582495,7.990061475227034
0,5,10,0.21123771328882923,7.990061475227034,9.231027318279908
0,2,5,0.5488707656062561,9.231027318279908,8.055662292290116
0,2,4,0.05931631548605876,8.055662292290116,8.572906330452739
0,5,6,0.8994165149379746,8.572906330452739,8.501673293421712
0,0,0,0.9315926570638842,8.501673293421712,7.2003125736608204
0,0,9,0.12221001374238927,7.2003125736608204,9.02647914250367
0,1,2,0.672427732778851,9.02647914250367,7.5639767471509645
0,6,6,0.47233117673837743,7.5639767471509645,9.151525823622103
0,10,9,0.5637544803026793,9.151525823622103,9.155302492569763
0,3,10,0.5904219805396461,9.155302492569763,8.453021512206924
0,0,6,0.81437069374344,8.453021512206924,8.084157810100919
0,9,9,0.8457436956870164,8.084157810100919,9.270097222717991
0,2,9,0.2766312464106807,9.270097222717991,8.459340309817133
0,10,8,0.14397756654287397,8.459340309817133,9.55928762975134
0,5,1,0.7671371349363498,9.55928762975134,7.586436687654943
0,10,0,0.5129090575740974,7.586436687654943,8.714733241994637
0,4,5,0.23582273043882507,8.714733241994637,8.584284335302256
0,4,3,0.09517258403098694,8.584284335302256,8.444976095956635
0,7,4,0.009037168725812061,8.444976095956635,8.968274635944022
0,9,7,0.41033884976961466,8.968274635944022,9.096412220655553
0,2,6,0.19619989932494597,9.096412220655553,8.378779637827291
0,2,9,0.41250702475602086,8.378779637827291,8.688508282274697
0,7,4,0.5298685007466968,8.688508282274697,8.626681574494224
0,1,8,0.05744744912099664,8.626681574494224,8.646772266903247
0,6,0,0.8796679138796357,8.646772266903247,7.777908620759099
0,7,9,0.04812259587864065,7.777908620759099,9.570990835736117
0,0,7,0.2842435173609996,9.570990835736117,8.058554486929163
0,10,9,0.43670649984317755,8.058554486929163,9.583150261697163
0,3,5,0.37910114848810605,9.583150261697163,8.123172786376772
0,10,2,0.011393913664085487,8.123172786376772,9.095595775417312
0,4,10,0.8467138464020908,9.095595775417312,8.444777818326518
0,4,7,0.23594205536711366,8.444777818326518,8.858109557062638
